_id,LOC_ID,LOC_NAME,AUSPICE,ADDRESS,PCODE,ward,PHONE,bldg_type,BLDGNAME,IGSPACE,TGSPACE,PGSPACE,KGSPACE,SGSPACE,TOTSPACE,subsidy,run_date,geometry
759,12924,"Pine Lake Montessori School, Toddlers",Commercial Agency,253 SHEPPARD AVE W,M2N 1N2,18,(416) 227-9100,House,,0,15,0,0,0,15,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.4229317413, 43.7586791159)}"
760,12929,Blue Butterfly Montessori School Inc.,Commercial Agency,300 RICHMOND ST W,M5V 1X2,10,(416) 479-0202,Other,,0,21,33,0,0,54,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.3916621168, 43.6491414488)}"
761,12935,Kidz Kare Daycare,Non Profit Agency,15 YORK ST,M5J 0A3,10,(416) 407-1814,Other,,0,25,32,24,15,96,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.3808713072, 43.6423478316)}"
762,12938,Plasp Mother Cabrini Catholic School,Non Profit Agency,720 RENFORTH DR,M9C 2N9,2,(888) 739-4102,Catholic Elementary School,Mother Cabrini Catholic School,0,0,0,13,15,28,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.586033917, 43.663664434)}"
763,12941,The Orchard Montessori School,Commercial Agency,375 DOVERCOURT RD,M6J 3E5,9,(416) 534-7979,Other,Old Orchard Public School,0,0,32,0,30,62,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.425197576, 43.6523404156)}"
764,12955,Kingston Road East Early Learning And Child Care Centre,Public (City Operated) Agency,3392 KINGSTON RD,M1M 3W5,20,(416) 396-3755,Low Rise Apartment,,10,20,24,0,0,54,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.2202926794, 43.7362052613)}"
765,12981,Islington Village Childcare Centre,Commercial Agency,112 JUTLAND RD,M8Z 2H1,3,(416) 255-2000,Office Building,,20,30,40,0,0,90,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.5181701987, 43.6290249358)}"
766,12988,Ola Day Care Inc.,Commercial Agency,2211 DUNDAS ST W,M6R 1X6,4,(647) 351-6521,Office Building,Ola Day Care Inc.,0,15,21,0,0,36,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.4520027662, 43.6536665172)}"
767,12989,St. Wilfred Ymca,Non Profit Agency,1685 FINCH AVE W,M3J 2G8,7,(437) 225-8035,Catholic Elementary School,St. Wilfrid Catholic School,0,0,0,26,56,82,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.502594114, 43.760045944)}"
768,12990,John English Ymca,Non Profit Agency,95 MIMICO AVE,M8V 1R4,3,(647) 281-4410,Public Elementary School,John English Jms Public School,0,0,0,26,45,71,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.4944212654, 43.6118643072)}"
769,12991,St. Timothy Ymca Child Care,Non Profit Agency,25 ROCHELLE CRES,M2J 1Y3,17,(416) 229-6324,Catholic Elementary School,St. Timothy's Catholic School,0,0,0,26,45,71,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.351038232, 43.774938653)}"
770,12992,N.Y.A.D. Cedar Drive,Non Profit Agency,21 GATESVIEW AVE,M1J 3G4,24,(416) 396-6123,Public Elementary School,Cedar Drive Junior Public School,0,0,0,26,30,56,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.2150541311, 43.745861417)}"
771,12993,N.Y.A.D. Mason Road,Non Profit Agency,78 MASON RD,M1M 3R2,20,(416) 881-7397,Public Elementary School,Mason Road Junior Public School,0,0,0,26,30,56,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.225654595, 43.739056437)}"
772,13000,Heritage Child Care & Early Learning - Milliken Site,Non Profit Agency,130 PORT ROYAL TRAIL,M1V 2T4,23,(647) 244-0404,Public Elementary School,Milliken Public School,0,0,0,26,30,56,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.2885001663, 43.816595158)}"
773,13001,Fraser Mustard Early Learning Centre,Non Profit Agency,82 THORNCLIFFE PARK DR,M4H 0A2,15,(416) 421-7676,Public Elementary School,Fraser Mustard Early Learning Academy,20,20,48,60,0,148,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.34355123600001, 43.705577747)}"
774,13002,Rosethorn Before And After School Program,Non Profit Agency,2 REMINGTON DR,M9A 2J1,2,(416) 239-4682,Public Elementary School,Rosethorn Junior Public School,0,0,0,39,90,129,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.53945185900001, 43.660156608)}"
775,13005,Le Petit Chaperon Rouge - Richview,Non Profit Agency,59 CLEMENT RD,M9R 1Y5,2,(416) 240-9559,Catholic Elementary (French),Ecole Elementaire Catholique Etobicoke,6,15,24,26,60,131,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.559809173, 43.67926382800001)}"
776,13007,Community Centre 55 -Ted Reeves Arena,Non Profit Agency,175 MAIN ST,M4E 2W2,19,(416) 691-1113x231,Other,,0,15,24,0,0,39,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.29927597980002, 43.6846106231)}"
777,13012,Top Mandarin Day Care Centre,Commercial Agency,3143 SHEPPARD AVE E,M1T 3J7,22,(647) 352-0743,Place of Worship,Grace Point Baptist Church,0,15,24,0,0,39,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.3160126671, 43.77650499010001)}"
778,13016,Gan Shalom Preschool (Op: Chabad On The Avenue),Non Profit Agency,157 FALKIRK ST,M5M 4K4,8,(416) 546-8770,Other,,0,30,39,0,0,69,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.4278724269, 43.7308510368)}"
779,13017,Pine Lake Montessori School,Commercial Agency,255 SHEPPARD AVE W,M2N 1N2,18,(416) 227-9100,House,,0,0,36,0,0,36,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.4231005495, 43.7586000017)}"
780,13028,Garderie Du Cercle De L'Amitie - Etobicoke,Non Profit Agency,30 THISTLE DOWN BLVD,M9V 1H8,1,(416) 740-1074,Public Elementary (French),�cole �l�mentaire Saint-No�l-Chabanel,0,10,16,26,30,82,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.5607642348, 43.736784243)}"
781,13045,Our Lady Of Victory School Age Ymca,Non Profit Agency,70 GUESTVILLE AVE,M6N 4N3,5,(416) 769-6715,Catholic Elementary School,Our Lady Of Victory Catholic School,0,0,0,26,60,86,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.489830093, 43.683661004)}"
782,13050,Abc Academy - Beaches,Commercial Agency,1923 QUEEN ST E,M4L 1H3,19,(416) 484-0222,Other,,20,30,63,0,0,113,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.3040370132, 43.6689355235)}"
783,13063,Liberty Preparatory School Inc.,Commercial Agency,181 CARLAW AVE,M4M 2S1,14,(416) 461-3216,Other,,0,15,24,0,0,39,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.340095682, 43.661672156)}"
784,13066,Sunnyside - Keele,Commercial Agency,236 KEELE ST,M6P 2K3,4,(416) 766-0312,House,Sunnyside Day Care,10,15,8,0,0,33,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.4627669397, 43.6605372027)}"
785,13070,Caterpillar & Co,Commercial Agency,55 CHAUNCEY AVE,M8Z 2Z2,3,(416) 239-2888,Industrial Building,Caterpillar & Company,10,25,24,0,0,59,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.5264565934, 43.6366370251)}"
786,13073,Angelic Treasures Christian Daycare,Commercial Agency,155 GORDON BAKER RD,M2H 3N5,17,(416) 756-9797,Other,,20,30,39,0,0,89,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.344046985, 43.80446061200001)}"
787,13079,Westown Early Learning And Child Care Centre,Public (City Operated) Agency,3101 WESTON RD,M9M 2Z9,7,(416) 392-2440,High Rise Apartment,,10,10,16,0,0,36,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.53722584300002, 43.733312244)}"
788,13094,Castle Park Playschool,Commercial Agency,1971 QUEEN ST E,M4L 1H9,19,(647) 501-6751,Other,,0,0,0,20,34,54,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.3011872316, 43.6694959423)}"
789,13104,General Mercer Early Learning Centre,Non Profit Agency,30 TURNBERRY AVE,M6N 1P8,9,(416) 658-1699,Public Elementary School,General Mercer Public School,10,15,16,13,30,84,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.464022984, 43.678930666)}"
790,13105,St. Marcellus Early Learning Centre,Non Profit Agency,15 DENFIELD ST,M9R 3H2,2,(416) 248-1803,Catholic Elementary School,St. Marcellus Catholic School,0,0,16,26,30,72,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.554224951, 43.679791933)}"
791,13106,St. Jude Early Learning Centre,Non Profit Agency,3251 WESTON RD,M9M 2T9,7,(416) 760-2550,Catholic Elementary School,St. Jude Catholic School,0,10,16,26,45,97,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.539256539, 43.740484475)}"
792,13109,Perth Avenue Early Learning Centre,Non Profit Agency,14 RUSKIN AVE,M6P 3P8,9,(416) 533-2575,Public Elementary School,Perth Avenue Public School,0,15,24,78,75,192,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.4524229466, 43.6628399447)}"
793,13110,Carleton Village Early Learning Centre,Non Profit Agency,315 OSLER ST,M6N 2Z4,9,(416) 651-2550,Public Elementary School,Carleton Village Public School North,10,15,16,52,60,153,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.460028798, 43.672352804)}"
794,13111,St. Fidelis Early Learning Centre,Non Profit Agency,9 BANNERMAN ST,M6L 2S5,5,(416) 245-2446,Catholic Elementary School,St Fidelis Catholic School,0,0,16,26,45,87,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.48530651, 43.717161523)}"
795,13120,St. Edward Ymca,Non Profit Agency,1 BOTHAM RD,M2N 2J6,18,(416) 225-7773x440,Catholic Elementary School,St. Edward Catholic School,0,0,0,13,75,88,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.413547178, 43.753400734)}"
796,13122,Indian Road Crescent School Age Ymca,Non Profit Agency,285 INDIAN ROAD CRES,M6P 2G8,4,(416) 763-1195,Public Elementary School,Indian  Road Crescent Junior Public School,0,0,0,39,75,114,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.460077902, 43.66252872900001)}"
797,13123,Forest Manor Ymca,Non Profit Agency,25 FOREST MANOR RD,M2J 1M4,17,(416) 773-1958,Public Elementary School,Forest Manor Public School,0,0,0,52,90,142,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.3430668, 43.771042734)}"
798,13124,Network Child Care Services - St. Maria Goretti,Non Profit Agency,21 KENMARK BLVD,M1K 3N8,20,(416) 206-8374,Catholic Elementary School,St. Maria Goretti Catholic School,0,0,0,26,60,86,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.2659253097, 43.7298439158)}"
799,13126,Plasp Kingsview Village Junior School,Non Profit Agency,1 YORK RD,M9R 3C8,1,(888) 739-4102,Public Elementary School,Kingsview Village Junior School,0,0,0,13,15,28,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.550789124, 43.697866656)}"
800,13127,Plasp James S Bell Junior Middle School,Non Profit Agency,90 THIRTY FIRST ST,M8W 3E9,3,(888) 739-4102,Public Middle School,James S. Bell Junior Middle School,0,0,0,13,30,43,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.5301917, 43.59435422)}"
801,13129,St. Brendan Kindergarten Before & After School Program,Non Profit Agency,186 CENTENNIAL RD,M1C 1Z9,25,(416) 347-3618,Catholic Elementary School,St. Brendan Catholic School,0,0,0,52,0,52,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.1492537183, 43.7825555668)}"
802,13130,Parkdale Childcare Centre,Non Profit Agency,78 SEAFORTH AVE,M6K 3L2,4,(416) 393-8386,Public Elementary School,Parkdale Jr And Sr Public School,0,15,22,26,60,123,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.436798578, 43.643187286)}"
803,13131,Daystrom Childcare Centre,Non Profit Agency,25 DAYSTROM DR,M9M 2A8,7,(416) 785-2420,Public Elementary School,Daystrom Public School,0,0,0,26,45,71,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.5469665904, 43.74795551890001)}"
804,13132,Rainbow's End Day Care Satellite,Non Profit Agency,33 LAMBERTON BLVD,M3J 1G6,7,(416) 633-4718,Public Elementary School,Lamberton Public School,0,0,0,26,30,56,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.50282777270002, 43.7536628918)}"
805,13133,Community Centre 55-Adam Beck,Non Profit Agency,400 SCARBOROUGH RD,M4E 3M8,19,(416) 691-1113x231,Public Elementary School,Adam Beck Es,0,0,0,52,120,172,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.288491094, 43.6831603952)}"
806,13136,Growing Tykes Learning Centre,Non Profit Agency,112 SEDGEMOUNT DR,M1H 1X9,24,(416) 438-4088,Public Elementary School,William Tredway Jr. Public School,0,0,0,26,30,56,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.235265936, 43.765033217)}"
807,13144,Le Petit Chaperon Rouge - Jones,Non Profit Agency,343 JONES AVE,M4J 3G4,14,(416) 465-2227,Catholic Elementary (French),�cole �l�mentaire Catholique Du Bon-Berger,0,30,46,52,0,128,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.3367397, 43.672626463)}"
808,13145,Garderie Du Soleil Levant,Non Profit Agency,116 CORNELIUS PKY,M6L 2K5,5,(416) 551-7072,Public Elementary (French),�cole �l�mentaire Mathieu-Da-Costa,0,0,16,26,30,72,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.475534704, 43.717827929)}"
809,13146,Les Merveilles Du Monde,Non Profit Agency,150 CARNFORTH RD,M4A 2K7,16,(647) 428-0084,Public Elementary (French),Ecole Elementaire Jeanne-Lajoie,0,15,24,52,60,151,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.321494567, 43.734496769)}"
810,13162,Absorbent Minds 2,Commercial Agency,20 OLD KINGSTON RD,M1E 3J5,25,(647) 515-6286,Other,,0,0,24,0,0,24,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.1837282433, 43.77529915390001)}"
811,13163,Aspiring Academics Preschool Inc.,Commercial Agency,262 WOODFIELD RD,M4L 2W7,14,(416) 889-9389,Other,,6,9,16,0,0,31,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.3239561287, 43.6711167886)}"
812,13164,Vincent Massey Childcare Center (521909 Ontario Ltd.),Commercial Agency,432 HORNER AVE,M8W 2B2,3,(416) 252-3305x226,Purpose Built,Community Centre,0,40,72,0,0,112,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.538033399, 43.603664412)}"
813,13176,Odyssey Montessori School,Non Profit Agency,256 CHRISTIE ST,M6G 3B8,11,(416) 535-9402,Other,,0,10,47,0,0,57,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.4214626124, 43.6706454395)}"
814,13180,Angelgate Daycare Ltd. 230 Jane Street,Commercial Agency,230 JANE ST,M6S 3Z1,4,(647) 835-4546,Commercial Building,Commercial Building,0,15,0,0,9,24,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.4869871313, 43.6548561278)}"
815,13181,Angelgate Daycare Ltd. 232 Jane Street,Commercial Agency,232 JANE ST,M6S 3Z1,4,(647) 835-4546,Commercial Building,Commercial Building,0,0,16,0,0,16,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.4869965472, 43.6548768689)}"
816,13182,Abc Academy-McRae,Commercial Agency,235 MCRAE DR,M4G 1T6,15,(647) 340-3688,Other,,20,33,54,0,0,107,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.3646240418, 43.7088021667)}"
817,13183,Mighty Kids,Commercial Agency,14 VERRAL AVE,M4M 2R2,14,(416) 312-8949,Other,,6,15,22,0,0,43,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.3413238369, 43.6613625573)}"
818,13189,Play Loft,Commercial Agency,583 DANFORTH AVE,M4K 1P9,14,(416) 406-0110,Other,,0,15,48,0,50,113,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.3465248609, 43.678391973)}"
819,13191,Curious Caterpillars - Petman Avenue,Commercial Agency,87 PETMAN AVE,M4S 2S9,15,(647) 501-7386,Other,,20,25,32,0,0,77,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.3845151775, 43.7090662715)}"
820,13216,Weybourne School,Commercial Agency,54 LAWRENCE AVE E,M4N 1S3,15,(416) 917-8030,House,,0,11,0,0,0,11,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.3992705702, 43.7259568085)}"
821,13218,Brightpath Eglinton,Commercial Agency,5535 EGLINTON AVE W,M9C 5K5,2,(416) 742-3535,Office Building,Centennial Building Court,26,45,56,0,0,127,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.6023652026, 43.6512058012)}"
822,13221,Parkway Forest Ymca,Non Profit Agency,55 FOREST MANOR RD,M2J 0C2,17,(416) 773-1958,Community/Rec Centre - City,Parkway Forest Community Recreation Centre,10,30,40,0,0,80,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.343894372, 43.772537323)}"
823,13222,Montessori Education Centre,Commercial Agency,16 THORNCLIFFE PARK DR,M4H 1H4,15,(416) 421-0007,Community/Recreation Centre,,0,5,24,0,0,29,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.3474112894, 43.7040689331)}"
824,13236,Engaging Minds Child Care,Commercial Agency,29 GERVAIS DR,M3C 1Y9,16,(647) 830-4435,Office Building,,10,15,16,0,0,41,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.336822409, 43.7247498292)}"
825,13241,Kids & Company Scotia Plaza,Commercial Agency,104 YONGE ST,M5C 2Y6,13,(416) 603-2992,Other,,10,30,24,0,0,64,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.3784943585, 43.6499847539)}"
826,13242,Oakridge Junior  Playcare,Non Profit Agency,110 BYNG AVE,M1L 3P1,20,(416) 755-9215x257,Public Elementary School,Oakridge Jr. Public Shcool,0,0,0,26,30,56,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.281588756, 43.695467597)}"
827,13244,Kreative Kids Terry Fox,Non Profit Agency,185 WINTERMUTE BLVD,M1W 3M9,22,(647) 438-9411,Public Elementary School,Terry Fox Public School,0,0,0,26,30,56,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.3186895279, 43.81590796630001)}"
828,13246,Beverly Glen Ymca,Non Profit Agency,85 BEVERLY GLEN BLVD,M1W 1W4,22,(647) 438-6702,Public Elementary School,Beverly Glen Junior Public School,0,0,0,26,30,56,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.3230708612, 43.7986617097)}"
829,13247,Heart Beatz - Halbert Child Care Site,Non Profit Agency,25 HALBERT PLACE,M1M 0E1,20,(647) 808-1439,Public Elementary School,H A Halbert Jr Public School,0,0,0,26,30,56,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.231736063, 43.727649597)}"
830,13250,Alvin Curling Ymca,Non Profit Agency,50 UPPER ROUGE TRAIL,M1B 6K4,25,(416) 287-8534,Public Elementary School,Alvin Curling Public School,0,0,0,13,30,43,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.19023925200001, 43.80848165)}"
831,13251,Percy Williams Ymca,Non Profit Agency,35 WHITE HEATHER BLVD,M1V 1P6,23,(416) 293-7326,Public Elementary School,Percy Williams Junior Public School,0,0,0,13,30,43,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.26565853, 43.812666881)}"
832,13253,Plasp North Bridlewood Junior Public School,Non Profit Agency,50 COLLINGSBROOK BLVD,M1W 1L7,22,(888) 739-4102,Public Elementary School,North Bridlewood Junior Public School,0,0,0,13,15,28,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.318587082, 43.788916352)}"
833,13254,Plasp Inglewood Heights Junior Public School,Non Profit Agency,45 DEMPSTER ST,M1T 2T6,22,(888) 739-4102,Public Elementary School,Inglewood Heights Public School,0,0,0,13,15,28,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.2923213704, 43.779416136)}"
834,13256,Plasp Blythwood Junior Public School,Non Profit Agency,2 STRATHGOWAN CRES,M4N 2Z5,15,(888) 739-4102,Public Elementary School,Blythwood Junior Public School,0,0,0,13,30,43,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.389508951, 43.7199400886)}"
835,13257,Unicorn Day Care Centre,Non Profit Agency,240 AVENUE RD,M5R 2J4,11,(416) 929-6841,Church,The Church Of The Messiah,0,15,24,0,0,39,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.3979248525, 43.6769424206)}"
836,13285,Tiny Explorers Academy,Commercial Agency,115 MERTON ST,M4S 1A7,12,(416) 489-7788,Other,,10,30,40,0,0,80,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.392789515, 43.696602319)}"
837,13286,Sunshine Kids,Commercial Agency,1 WESTSIDE DR,M9C 1B2,3,(416) 622-7529,Commercial Building,Dh Management,0,0,40,20,14,74,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.562227982, 43.618343416)}"
838,13287,Yeshivat Yesodei Hatora,Non Profit Agency,77 GLEN RUSH BLVD,M5N 2T8,8,(416) 787-1101x231,Synagogue,,0,0,142,0,0,142,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.425863933, 43.717992286)}"
839,13295,Chabad Of Midtown - St Clair,Non Profit Agency,546 ST CLAIR AVE W,M6C 1A5,12,(416) 516-2005,Other,,10,61,32,0,0,103,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.4209481687, 43.6828286182)}"
840,13304,Vedic Roots Montessori Academy (Scarborough),Commercial Agency,42 TUXEDO CRT,M1G 3S3,24,(416) 916-7005,Other,,0,10,22,0,0,32,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.23056736990002, 43.7807060543)}"
841,13309,Bluebird Montessori School (North),Commercial Agency,958 BROADVIEW AVE,M4K 2R6,14,(416) 424-4033,Other,,10,21,20,0,0,51,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.3578457948, 43.6818566454)}"
842,13310,Bluebird Montessori School (Mini),Commercial Agency,905 BROADVIEW AVE,M4K 2R2,14,(416) 406-4033,Other,,0,20,10,0,0,30,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.3574591826, 43.6812094474)}"
843,13311,Dr Eric Jackman Institute Of Child Study Laboratory School Nursery,Non Profit Agency,45 WALMER RD,M5R 2X2,11,(416) 934-4512,Other,,0,0,20,0,0,20,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.405875493, 43.669613071)}"
844,13317,Waldorf Academy Childcare Centre,Non Profit Agency,263 SPADINA RD,M5R 2V3,12,(416) 962-6447x248,Other,,0,12,36,0,0,48,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.40759817630001, 43.6770269281)}"
845,13318,Brookhaven Child Care -  St. Bernard Site,Non Profit Agency,12 DUCKWORTH ST,M6M 4W4,5,(416) 249-6587,Catholic Elementary School,St. Bernard Catholic School,0,0,0,52,45,97,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.500069987, 43.702525967)}"
846,13324,Taddle Creek Montessori School,Commercial Agency,39 SPADINA RD,M5R 2S9,11,(416) 413-9493,Other,,0,0,0,84,0,84,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.4042714483, 43.6685379979)}"
847,13325,Waldorf Academy Childcare Centre-Madison,Non Profit Agency,250 MADISON AVE,M4V 2W6,12,(416) 962-6447x248,Other,,0,0,13,0,0,13,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.4070701718, 43.6772412725)}"
848,13329,High Park Gardens Montessori School,Commercial Agency,35 HIGH PARK GDNS,M6R 1S8,4,(416) 763-6097,House,House,0,15,0,26,0,41,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.45739152700001, 43.648640646)}"
849,13337,Bayview Glen,Non Profit Agency,275 DUNCAN MILL RD,M3B 3H9,16,(416) 443-1030x287,Other,,0,30,48,0,0,78,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.3514128588, 43.7609172866)}"
850,13338,The Mildenhall School,Commercial Agency,35 OURLAND AVE,M8Z 4E1,3,(416) 259-2822,Other,,0,0,0,76,0,76,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.5077618977, 43.6162462503)}"
851,13339,Kidville Academy,Commercial Agency,3420 YONGE ST,M4N 2M9,8,(416) 483-7070,Other,,6,15,62,0,0,83,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.4047386928, 43.7332843901)}"
852,13340,North Toronto Early Years Learning Centre-Avenue Rd,Commercial Agency,1133 AVENUE RD,M5N 2E7,8,(416) 544-0133,Other,,0,26,32,16,8,82,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.4105550078, 43.7096639906)}"
853,13344,Tfs Canada's International School (Mildenhall Branch),Non Profit Agency,101 MILDENHALL RD,M4N 3H4,15,(416) 484-6533x4280,Private Elementary School,,0,0,50,0,0,50,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.386598877, 43.7293190975)}"
854,13345,Jardin D'Eveil,Non Profit Agency,294 LAWRENCE AVE E,M4N 1T7,15,(416) 484-6533,Private Elementary School,Toronto French School,0,30,0,0,0,30,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.3855500355, 43.728608062)}"
855,13346,The Laurel School,Commercial Agency,44 UPJOHN RD,M3B 2W1,16,(416) 510-2500,Other,,0,15,16,0,0,31,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.3500068974, 43.7512880386)}"
856,13347,Netivot Hatorah - South Campus,Non Profit Agency,470 GLENCAIRN AVE,M5N 1V8,8,(416) 789-9958,Place of Worship,,0,15,20,0,0,35,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.4270032384, 43.7131083545)}"
857,13388,Bannockburn School,Non Profit Agency,12 BANNOCKBURN AVE,M5M 2M8,8,(416) 789-7865,Other,,0,45,48,0,0,93,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.42209002, 43.734022996)}"
858,13410,Olivet Church Of The New Jerusalem,Non Profit Agency,279 BURNHAMTHORPE RD,M9B 1Z6,2,(416) 239-3054,Place of Worship,Olivet School,0,0,24,0,0,24,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.5448750443, 43.6500552967)}"
859,13415,Bais Yaakov Elementary School,Non Profit Agency,15 SARANAC BLVD,M6A 2G4,8,(416) 783-6181,Other,,10,15,72,0,0,97,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.431869446, 43.721429256)}"
860,13427,Maria Montessori School Young Children's Community,Non Profit Agency,125 BRENTCLIFFE RD,M4G 3Y7,15,(416) 423-9123,Other,,0,12,43,26,0,81,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.363062343, 43.7173873881)}"
861,13444,Ars Nursery School - Armenian Community Centre,Non Profit Agency,45 HALLCROWN PL,M2J 4Y4,17,(416) 491-2210x3016,Other,,0,15,59,0,0,74,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.3217442416, 43.7700982423)}"
862,13449,Poslun Education Centre,Non Profit Agency,18 NEPTUNE DR,M6A 1X1,8,(416) 787-1872,Other,,0,0,39,0,0,39,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.4342558948, 43.7315079844)}"
863,13451,Northwood Montessori,Commercial Agency,1080 FINCH AVE E,M2J 2X2,17,(416) 492-9495,Church,Tri-Congregational Church,0,10,24,0,19,53,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.364941494, 43.790890366)}"
864,13452,Eitz Chaim Schools Vm,Non Profit Agency,1 VIEWMOUNT AVE,M6B 1T2,8,(416) 225-1187x330,Private Elementary School,,0,15,34,0,0,49,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.428304731, 43.7101328719)}"
